id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,age,logLot,predictedPrice,residual,residualPct
"11505-Parade-Dr,-Frisco,-TX-75036","11505 Parade Dr, Frisco, TX 75036",75036,Single Family,Standard,4,2.5,2372,5532.0,2016,444000,82,187.18,0.4288,1,0.0,0,10,8.61830469278465,515836.0,71836.0,13.9
"9857-Avalon-Dr,-Frisco,-TX-75035","9857 Avalon Dr, Frisco, TX 75035",75035,Single Family,Standard,5,3.5,4009,6970.0,2006,689900,59,172.09,0.5752,2,-1.37,1,20,8.84937050375457,800907.0,111007.0,13.9
"16284-Sage-Crest-Dr,-Frisco,-TX-75035","16284 Sage Crest Dr, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,3359,8712.0,2021,699900,58,208.37,0.3856,2,-2.78,1,5,9.072456664612796,808170.0,108270.0,13.4
"4204-Victory-Dr,-Frisco,-TX-75034","4204 Victory Dr, Frisco, TX 75034",75034,Single Family,Standard,3,2.5,2853,7187.0,1999,595000,57,208.55,0.397,1,0.0,0,27,8.880029117468442,686368.0,91368.0,13.3
"3060-Oyster-Bay-Dr,-Frisco,-TX-75036","3060 Oyster Bay Dr, Frisco, TX 75036",75036,Single Family,Standard,2,2.0,1532,4966.0,2015,350000,130,228.46,0.3085,1,0.0,0,11,8.510369966068112,403049.0,53049.0,13.2
"4311-Verde-Ln,-Frisco,-TX-75034","4311 Verde Ln, Frisco, TX 75034",75034,Single Family,Standard,4,3.0,3371,5053.0,2013,699999,57,207.65,0.6671,2,10.24,0,13,8.527737405291909,805325.0,105326.0,13.1
"775-Burr-Oak-Dr,-Frisco,-TX-75033","775 Burr Oak Dr, Frisco, TX 75033",75033,Single Family,Standard,4,3.5,3576,8756.0,2006,699900,115,195.72,0.4084,1,0.0,0,20,9.077494458642754,804416.0,104516.0,13.0
"7931-Greenvalley-Ln,-Frisco,-TX-75033","7931 Greenvalley Ln, Frisco, TX 75033",75033,Single Family,Standard,4,3.0,2891,8716.0,2001,564900,95,195.4,0.3317,2,-4.25,1,25,9.072915696064511,648833.0,83933.0,12.9
"7881-Hogan-Ct,-Frisco,-TX-75036","7881 Hogan Ct, Frisco, TX 75036",75036,Single Family,Standard,2,2.0,1442,6752.0,2008,349000,112,242.02,0.2136,1,0.0,0,18,8.817594036275793,400715.0,51715.0,12.9
"1034-Frisco-Ranch-Rd,-Frisco,-TX-75033","1034 Frisco Ranch Rd, Frisco, TX 75033",75033,Single Family,Standard,4,2.5,2843,6621.0,2020,610000,60,214.56,0.4294,2,-4.67,1,6,8.798001694924846,699368.0,89368.0,12.8
"15534-Durango-Dr,-Frisco,-TX-75035","15534 Durango Dr, Frisco, TX 75035",75035,Single Family,Standard,3,2.0,1825,10019.0,2002,424900,52,232.82,0.1822,3,-9.6,2,24,9.212238569259263,486136.0,61236.0,12.6
"2222-Crest-Pointe-Pl,-Frisco,-TX-75034","2222 Crest Pointe Pl, Frisco, TX 75034",75034,Single Family,Standard,4,4.5,4625,13721.0,2010,1199000,107,259.24,0.3371,1,0.0,0,16,9.526682784921174,1371025.0,172025.0,12.5
"5009-Bluewater-Dr,-Frisco,-TX-75036","5009 Bluewater Dr, Frisco, TX 75036",75036,Single Family,Standard,4,3.5,3002,6098.0,2012,524900,129,174.85,0.4923,1,0.0,0,14,8.7157161275482,599788.0,74888.0,12.5
"3223-Bainbridge-Ln,-Frisco,-TX-75034","3223 Bainbridge Ln, Frisco, TX 75034",75034,Single Family,Standard,4,2.5,3270,7318.0,2007,715000,51,218.65,0.4468,1,0.0,0,19,8.898092345579153,817091.0,102091.0,12.5
"7850-Birmingham-Forest-Dr,-Frisco,-TX-75036","7850 Birmingham Forest Dr, Frisco, TX 75036",75036,Single Family,Standard,2,2.0,1467,5663.0,2010,343999,68,234.49,0.259,1,0.0,0,16,8.641709066113805,392962.0,48963.0,12.5
"3908-Wavertree-Rd,-Frisco,-TX-75036","3908 Wavertree Rd, Frisco, TX 75036",75036,Single Family,Standard,3,2.0,1889,5489.0,2016,399000,67,211.22,0.3441,1,0.0,0,10,8.610501368549889,455540.0,56540.0,12.4
"12840-Platt-Dr,-Frisco,-TX-75035","12840 Platt Dr, Frisco, TX 75035",75035,Single Family,Standard,5,4.5,3927,8364.0,2019,799000,70,203.46,0.4695,2,-1.95,1,7,9.031692060548524,909560.0,110560.0,12.2
"7719-Oakland-Hills-Ln,-Frisco,-TX-75036","7719 Oakland Hills Ln, Frisco, TX 75036",75036,Single Family,Standard,3,3.0,2229,12197.0,2008,495000,74,222.07,0.1827,1,0.0,0,18,9.40894529884324,563305.0,68305.0,12.1
"6333-Hall-Rd,-Frisco,-TX-75034","6333 Hall Rd, Frisco, TX 75034",75034,Single Family,Standard,4,4.0,3688,6621.0,2017,845000,59,229.12,0.557,1,0.0,0,9,8.798001694924846,961250.0,116250.0,12.1
"127-Montague-Ln,-Frisco,-TX-75036","127 Montague Ln, Frisco, TX 75036",75036,Single Family,Standard,3,2.0,1457,5227.0,2014,349000,124,239.53,0.2787,1,0.0,0,12,8.561592778712923,397114.0,48114.0,12.1
