id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"15108-Brooks-Ln,-Frisco,-TX-75035","15108 Brooks Ln, Frisco, TX 75035",75035,Single Family,Standard,6,4,3903.0,7841,2006.0,648000.0,68.0,166.03,0.4978,1.0,0.0,0.0,99.3,53.2,2.1,63.7,-26.7,141
"2004-Trent-Basin-Dr,-Frisco,-TX-75034","2004 Trent Basin Dr, Frisco, TX 75034",75034,Single Family,Standard,6,5,4800.0,8494,2024.0,1749000.0,235.0,364.38,0.5651,2.0,-6.72,1.0,25.3,97.0,90.9,63.5,29.9,99
"1097-Southampton-Dr,-Frisco,-TX-75036","1097 Southampton Dr, Frisco, TX 75036",75036,Single Family,Standard,4,3.5,3152.0,7362,2003.0,599000.0,121.0,190.04,0.4281,1.0,0.0,0.0,86.0,70.0,0.0,63.2,-17.5,100
"5270-Town-And-Country-Blvd,-Apt-113,-Frisco,-TX-75034","5270 Town And Country Blvd, Apt 113, Frisco, TX 75034",75034,Condo,Standard,2,3,2589.0,175242,2019.0,850000.0,125.0,328.31,0.0148,2.0,-5.56,1.0,33.3,86.9,87.9,63.0,17.0,99
"8400-Hickory-St,-Unit-2301,-Frisco,-TX-75034","8400 Hickory St, Unit 2301, Frisco, TX 75034",75034,Townhouse,Standard,2,2.5,1014.0,2701,1987.0,275000.0,83.0,271.2,0.3754,2.0,-1.43,1.0,56.6,60.6,81.8,63.0,-3.3,99
"11913-Saint-Croix-Dr,-Frisco,-TX-75036","11913 Saint Croix Dr, Frisco, TX 75036",75036,Single Family,Standard,4,2.5,2143.0,7200,2014.0,400000.0,111.0,186.65,0.2976,1.0,0.0,0.0,89.0,65.0,0.0,62.8,-19.0,100
"14518-Alstone-Dr,-Frisco,-TX-75035","14518 Alstone Dr, Frisco, TX 75035",75035,Single Family,Standard,6,3.5,3944.0,8712,2004.0,690000.0,69.0,174.95,0.4527,1.0,0.0,0.0,95.7,54.6,2.1,62.6,-22.8,141
"1869-Rio-Blanco-Dr,-Frisco,-TX-75033","1869 Rio Blanco Dr, Frisco, TX 75033",75033,Single Family,Standard,3,2.5,2606.0,8625,2000.0,600000.0,91.0,230.24,0.3021,2.0,-6.9,1.0,55.0,57.4,88.4,62.5,-2.9,129
"5270-Town-And-Country-Blvd,-Apt-216,-Frisco,-TX-75034","5270 Town And Country Blvd, Apt 216, Frisco, TX 75034",75034,Condo,Standard,2,2.5,2442.0,,2019.0,799000.0,104.0,327.19,,2.0,-11.12,1.0,34.3,77.8,96.0,61.9,16.6,99
"2832-Hidden-Knoll-Trl,-Frisco,-TX-75034","2832 Hidden Knoll Trl, Frisco, TX 75034",75034,Single Family,Standard,4,3.5,3681.0,6316,2004.0,650000.0,74.0,176.58,0.5828,1.0,0.0,0.0,100.0,43.4,8.1,61.8,-37.1,99
"12457-Bruschetta-Dr,-Frisco,-TX-75033","12457 Bruschetta Dr, Frisco, TX 75033",75033,Single Family,Standard,4,2.5,2493.0,7492,2002.0,532500.0,145.0,213.6,0.3328,1.0,0.0,0.0,68.2,87.6,2.3,61.8,-9.9,129
"6737-Canterbury-Dr,-Frisco,-TX-75035","6737 Canterbury Dr, Frisco, TX 75035",75035,Single Family,Standard,3,2.5,2064.0,5663,2004.0,435000.0,94.0,210.76,0.3645,1.0,0.0,0.0,65.2,90.8,2.1,61.6,-6.9,141
"9740-Plains-Cir,-Frisco,-TX-75033","9740 Plains Cir, Frisco, TX 75033",75033,Single Family,Standard,4,3.5,3674.0,7492,2001.0,729900.0,60.0,198.67,0.4904,2.0,-0.63,1.0,83.7,23.3,76.0,61.0,-16.2,129
"1481-Royal-Oaks-Dr,-Frisco,-TX-75036","1481 Royal Oaks Dr, Frisco, TX 75036",75036,Single Family,Standard,3,2.5,2266.0,5924,2001.0,554900.0,145.0,244.88,0.3825,2.0,-2.63,1.0,31.0,85.0,86.0,60.9,6.3,100
"11422-La-Salle-Rd,-Frisco,-TX-75035","11422 La Salle Rd, Frisco, TX 75035",75035,Single Family,Standard,5,4,5059.0,8930,2016.0,1075000.0,94.0,212.49,0.5665,1.0,0.0,0.0,63.8,90.8,2.1,60.9,-6.2,141
"4029-Cotton-Gin-Rd,-Frisco,-TX-75034","4029 Cotton Gin Rd, Frisco, TX 75034",75034,Townhouse,Standard,2,2.5,2028.0,2265,2017.0,475000.0,110.0,234.22,0.8954,1.0,0.0,0.0,68.7,80.8,8.1,60.8,-16.5,99
"5104-Mcclellan-Dr,-Frisco,-TX-75036","5104 Mcclellan Dr, Frisco, TX 75036",75036,Single Family,Standard,4,3,2423.0,6011,2015.0,450000.0,94.0,185.72,0.4031,1.0,0.0,0.0,90.0,57.0,0.0,60.5,-19.4,100
"3536-Sevilla-Dr,-Frisco,-TX-75034","3536 Sevilla Dr, Frisco, TX 75034",75034,Single Family,Standard,3,3.5,2678.0,5489,2019.0,715000.0,145.0,266.99,0.4879,1.0,0.0,0.0,57.6,93.9,8.1,60.4,-4.8,99
"12233-Candle-Island-Dr,-Frisco,-TX-75036","12233 Candle Island Dr, Frisco, TX 75036",75036,Single Family,Standard,3,2.5,2381.0,6490,2012.0,419000.0,52.0,175.98,0.3669,2.0,-2.33,1.0,94.0,3.0,84.0,60.2,-23.6,100
